method,split,stress_level,seeds,episodes_per_seed,mean_success_rate,ci95_success_rate,mean_false_disappearance_rate,mean_wrong_object_contact_rate,mean_identity_switch_rate,mean_mean_diagnostic_steps
learned_occlusion_regressor,combined_stress,1.00,8,3,0.62500,0.19276,0.22575,0.00000,0.52141,0.00000
learned_occlusion_regressor,false_reappearance,0.00,8,3,1.00000,0.00000,0.12485,0.00000,0.58264,0.00000
learned_occlusion_regressor,false_reappearance,0.25,8,3,1.00000,0.00000,0.16863,0.00000,0.48398,0.00000
learned_occlusion_regressor,false_reappearance,0.50,8,3,1.00000,0.00000,0.16404,0.00000,0.46470,0.00000
learned_occlusion_regressor,false_reappearance,0.75,8,3,0.79167,0.17186,0.22298,0.00000,0.52748,0.00000
learned_occlusion_regressor,false_reappearance,1.00,8,3,0.79167,0.17186,0.22785,0.00000,0.44873,0.00000
no_self_mask_ablation,combined_extreme_stress,0.00,8,3,1.00000,0.00000,0.64323,0.00000,0.00000,0.00000
no_self_mask_ablation,combined_extreme_stress,0.25,8,3,1.00000,0.00000,0.64182,0.00000,0.00000,0.00000
no_self_mask_ablation,combined_extreme_stress,0.50,8,3,1.00000,0.00000,0.64741,0.00000,0.00839,0.00000
no_self_mask_ablation,combined_extreme_stress,0.75,8,3,0.87500,0.17186,0.60547,0.00000,0.04594,0.00000
no_self_mask_ablation,combined_extreme_stress,1.00,8,3,0.62500,0.19276,0.62006,0.00000,0.09725,0.00000
no_self_mask_ablation,combined_stress,0.00,8,3,1.00000,0.00000,0.62764,0.00000,0.00000,0.00000
no_self_mask_ablation,combined_stress,0.25,8,3,1.00000,0.00000,0.61409,0.00000,0.00000,0.00000
no_self_mask_ablation,combined_stress,0.50,8,3,1.00000,0.00000,0.65718,0.00000,0.06332,0.00000
no_self_mask_ablation,combined_stress,0.75,8,3,0.79167,0.17186,0.67134,0.00000,0.00685,0.00000
no_self_mask_ablation,combined_stress,1.00,8,3,0.54167,0.11955,0.63102,0.04167,0.12879,0.00000
no_self_mask_ablation,false_reappearance,0.00,8,3,1.00000,0.00000,0.64350,0.00000,0.00000,0.00000
no_self_mask_ablation,false_reappearance,0.25,8,3,1.00000,0.00000,0.65146,0.00000,0.00000,0.00000
no_self_mask_ablation,false_reappearance,0.50,8,3,1.00000,0.00000,0.64375,0.00000,0.00417,0.00000
no_self_mask_ablation,false_reappearance,0.75,8,3,0.79167,0.17186,0.66757,0.00000,0.04814,0.00000
no_self_mask_ablation,false_reappearance,1.00,8,3,0.70833,0.19276,0.63572,0.00000,0.10576,0.00000
occlusion_aware_permanence_v5,combined_extreme_stress,0.00,8,3,1.00000,0.00000,0.39152,0.00000,0.00000,0.00000
occlusion_aware_permanence_v5,combined_extreme_stress,0.25,8,3,1.00000,0.00000,0.45235,0.00000,0.00758,0.00000
occlusion_aware_permanence_v5,combined_extreme_stress,0.50,8,3,1.00000,0.00000,0.50166,0.00000,0.00799,0.00000
occlusion_aware_permanence_v5,combined_extreme_stress,0.75,8,3,0.87500,0.17186,0.51429,0.00000,0.03088,0.00000
occlusion_aware_permanence_v5,combined_extreme_stress,1.00,8,3,0.83333,0.12347,0.53534,0.00000,0.03726,0.00000
occlusion_aware_permanence_v5,combined_stress,0.00,8,3,1.00000,0.00000,0.37129,0.00000,0.00000,0.00000
occlusion_aware_permanence_v5,combined_stress,0.25,8,3,1.00000,0.00000,0.51806,0.00000,0.01190,0.00000
occlusion_aware_permanence_v5,combined_stress,0.50,8,3,0.91667,0.10693,0.50130,0.00000,0.00694,0.00000
occlusion_aware_permanence_v5,combined_stress,0.75,8,3,0.83333,0.17461,0.49232,0.00000,0.03039,0.00000
occlusion_aware_permanence_v5,combined_stress,1.00,8,3,0.70833,0.14803,0.50635,0.00000,0.06428,0.00000
occlusion_aware_permanence_v5,false_reappearance,0.00,8,3,1.00000,0.00000,0.39257,0.00000,0.00000,0.00000
occlusion_aware_permanence_v5,false_reappearance,0.25,8,3,0.95833,0.08167,0.51710,0.00000,0.01105,0.00000
occlusion_aware_permanence_v5,false_reappearance,0.50,8,3,0.87500,0.11955,0.51011,0.00000,0.00538,0.00000
occlusion_aware_permanence_v5,false_reappearance,0.75,8,3,0.91667,0.10693,0.48938,0.00000,0.01979,0.00000
occlusion_aware_permanence_v5,false_reappearance,1.00,8,3,0.70833,0.08167,0.52522,0.00000,0.08240,0.00000
oracle_state,combined_extreme_stress,0.00,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
oracle_state,combined_extreme_stress,0.25,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
oracle_state,combined_extreme_stress,0.50,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
oracle_state,combined_extreme_stress,0.75,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
oracle_state,combined_extreme_stress,1.00,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
oracle_state,combined_stress,0.00,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
oracle_state,combined_stress,0.25,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
oracle_state,combined_stress,0.50,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
oracle_state,combined_stress,0.75,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
oracle_state,combined_stress,1.00,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
oracle_state,false_reappearance,0.00,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
oracle_state,false_reappearance,0.25,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
oracle_state,false_reappearance,0.50,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
oracle_state,false_reappearance,0.75,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
oracle_state,false_reappearance,1.00,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
particle_belief_tracker,combined_extreme_stress,0.00,8,3,0.91667,0.10693,0.00000,0.00000,0.28304,0.00000
particle_belief_tracker,combined_extreme_stress,0.25,8,3,0.91667,0.10693,0.00000,0.00000,0.53884,0.00000
particle_belief_tracker,combined_extreme_stress,0.50,8,3,0.58333,0.20475,0.01662,0.00000,0.58176,0.00000
particle_belief_tracker,combined_extreme_stress,0.75,8,3,0.45833,0.21161,0.11300,0.00000,0.62884,0.00000
particle_belief_tracker,combined_extreme_stress,1.00,8,3,0.25000,0.20475,0.19585,0.00000,0.69980,0.00000
particle_belief_tracker,combined_stress,0.00,8,3,1.00000,0.00000,0.00000,0.00000,0.19792,0.00000
particle_belief_tracker,combined_stress,0.25,8,3,0.83333,0.12347,0.00000,0.00000,0.50248,0.00000
particle_belief_tracker,combined_stress,0.50,8,3,0.62500,0.08167,0.01020,0.00000,0.55633,0.00000
particle_belief_tracker,combined_stress,0.75,8,3,0.29167,0.22892,0.08850,0.00000,0.67787,0.00000
particle_belief_tracker,combined_stress,1.00,8,3,0.12500,0.11955,0.23197,0.00000,0.71723,0.00000
particle_belief_tracker,false_reappearance,0.00,8,3,1.00000,0.00000,0.00000,0.00000,0.24306,0.00000
particle_belief_tracker,false_reappearance,0.25,8,3,0.75000,0.20475,0.00000,0.00000,0.51895,0.00000
particle_belief_tracker,false_reappearance,0.50,8,3,0.41667,0.20475,0.01047,0.00000,0.61953,0.00000
particle_belief_tracker,false_reappearance,0.75,8,3,0.41667,0.10693,0.10313,0.00000,0.64492,0.00000
particle_belief_tracker,false_reappearance,1.00,8,3,0.08333,0.10693,0.21798,0.00000,0.66372,0.00000
pomdp_style_belief_planner,combined_extreme_stress,0.00,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,7.95833
pomdp_style_belief_planner,combined_extreme_stress,0.25,8,3,0.87500,0.11955,0.01023,0.00000,0.02813,12.62500
pomdp_style_belief_planner,combined_extreme_stress,0.50,8,3,0.66667,0.24694,0.04772,0.00000,0.10833,15.20833
pomdp_style_belief_planner,combined_extreme_stress,0.75,8,3,0.33333,0.17461,0.13609,0.00000,0.08165,14.75000
pomdp_style_belief_planner,combined_extreme_stress,1.00,8,3,0.50000,0.17461,0.33704,0.00000,0.10124,14.37500
pomdp_style_belief_planner,combined_stress,0.00,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,8.16667
pomdp_style_belief_planner,combined_stress,0.25,8,3,0.83333,0.12347,0.00000,0.00000,0.02616,12.95833
pomdp_style_belief_planner,combined_stress,0.50,8,3,0.70833,0.14803,0.14437,0.00000,0.10755,13.70833
pomdp_style_belief_planner,combined_stress,0.75,8,3,0.54167,0.24500,0.36451,0.00000,0.05494,13.25000
pomdp_style_belief_planner,combined_stress,1.00,8,3,0.25000,0.16333,0.40055,0.00000,0.19282,13.87500
pomdp_style_belief_planner,false_reappearance,0.00,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,8.37500
pomdp_style_belief_planner,false_reappearance,0.25,8,3,0.75000,0.16333,0.00000,0.00000,0.02232,13.00000
pomdp_style_belief_planner,false_reappearance,0.50,8,3,0.70833,0.19276,0.07965,0.00000,0.13611,13.50000
pomdp_style_belief_planner,false_reappearance,0.75,8,3,0.50000,0.21385,0.14769,0.00000,0.14096,15.75000
pomdp_style_belief_planner,false_reappearance,1.00,8,3,0.33333,0.17461,0.34710,0.04167,0.27014,15.29167
random_forest_occlusion_regressor,combined_extreme_stress,0.00,8,3,1.00000,0.00000,0.13526,0.00000,0.07361,0.00000
random_forest_occlusion_regressor,combined_extreme_stress,0.25,8,3,1.00000,0.00000,0.18266,0.00000,0.06316,0.00000
random_forest_occlusion_regressor,combined_extreme_stress,0.50,8,3,0.95833,0.08167,0.19873,0.00000,0.10833,0.00000
random_forest_occlusion_regressor,combined_extreme_stress,0.75,8,3,0.66667,0.24694,0.23490,0.00000,0.07949,0.00000
random_forest_occlusion_regressor,combined_extreme_stress,1.00,8,3,0.62500,0.22892,0.23804,0.04167,0.29426,0.00000
random_forest_occlusion_regressor,combined_stress,0.00,8,3,1.00000,0.00000,0.09981,0.00000,0.01389,0.00000
random_forest_occlusion_regressor,combined_stress,0.25,8,3,1.00000,0.00000,0.17443,0.00000,0.03611,0.00000
random_forest_occlusion_regressor,combined_stress,0.50,8,3,0.91667,0.10693,0.20156,0.00000,0.08542,0.00000
random_forest_occlusion_regressor,combined_stress,0.75,8,3,0.87500,0.17186,0.20200,0.00000,0.08149,0.00000
random_forest_occlusion_regressor,combined_stress,1.00,8,3,0.75000,0.10693,0.23804,0.00000,0.17231,0.00000
random_forest_occlusion_regressor,false_reappearance,0.00,8,3,1.00000,0.00000,0.13926,0.00000,0.01042,0.00000
random_forest_occlusion_regressor,false_reappearance,0.25,8,3,1.00000,0.00000,0.15935,0.00000,0.08279,0.00000
random_forest_occlusion_regressor,false_reappearance,0.50,8,3,0.95833,0.08167,0.20259,0.00000,0.13493,0.00000
random_forest_occlusion_regressor,false_reappearance,0.75,8,3,0.95833,0.08167,0.21441,0.00000,0.14308,0.00000
random_forest_occlusion_regressor,false_reappearance,1.00,8,3,0.62500,0.19276,0.23628,0.00000,0.12885,0.00000
risk_averse_particle_planner,combined_extreme_stress,0.00,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
risk_averse_particle_planner,combined_extreme_stress,0.25,8,3,0.83333,0.17461,0.01667,0.00000,0.00000,13.20833
risk_averse_particle_planner,combined_extreme_stress,0.50,8,3,0.37500,0.19276,0.00000,0.00000,0.00000,23.41667
risk_averse_particle_planner,combined_extreme_stress,0.75,8,3,0.04167,0.08167,0.05428,0.00000,0.00486,33.66667
risk_averse_particle_planner,combined_extreme_stress,1.00,8,3,0.08333,0.16333,0.34105,0.20833,0.04896,41.58333
risk_averse_particle_planner,combined_stress,0.00,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
risk_averse_particle_planner,combined_stress,0.25,8,3,0.66667,0.21385,0.00941,0.00000,0.00000,13.16667
risk_averse_particle_planner,combined_stress,0.50,8,3,0.37500,0.22892,0.00425,0.00000,0.00000,24.95833
risk_averse_particle_planner,combined_stress,0.75,8,3,0.08333,0.10693,0.06899,0.00000,0.02602,33.66667
risk_averse_particle_planner,combined_stress,1.00,8,3,0.08333,0.16333,0.37061,0.08333,0.03447,42.54167
risk_averse_particle_planner,false_reappearance,0.00,8,3,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000
risk_averse_particle_planner,false_reappearance,0.25,8,3,0.62500,0.19276,0.00000,0.00000,0.00000,13.45833
risk_averse_particle_planner,false_reappearance,0.50,8,3,0.54167,0.17186,0.00000,0.00000,0.00000,23.70833
risk_averse_particle_planner,false_reappearance,0.75,8,3,0.08333,0.10693,0.08502,0.00000,0.01073,34.70833
risk_averse_particle_planner,false_reappearance,1.00,8,3,0.04167,0.08167,0.39025,0.16667,0.04467,40.66667
visibility_gated_kalman,combined_extreme_stress,0.00,8,3,0.83333,0.17461,0.07186,0.00000,0.35694,0.00000
visibility_gated_kalman,combined_extreme_stress,0.25,8,3,0.70833,0.19276,0.00945,0.00000,0.41350,0.00000
visibility_gated_kalman,combined_extreme_stress,0.50,8,3,0.33333,0.17461,0.00000,0.00000,0.51451,0.00000
visibility_gated_kalman,combined_extreme_stress,0.75,8,3,0.29167,0.22892,0.00469,0.00000,0.62843,0.00000
visibility_gated_kalman,combined_extreme_stress,1.00,8,3,0.12500,0.11955,0.00236,0.00000,0.62021,0.00000
visibility_gated_kalman,combined_stress,0.00,8,3,0.95833,0.08167,0.04966,0.00000,0.27778,0.00000
visibility_gated_kalman,combined_stress,0.25,8,3,0.70833,0.08167,0.00610,0.00000,0.51115,0.00000
visibility_gated_kalman,combined_stress,0.50,8,3,0.58333,0.23910,0.01457,0.00000,0.57434,0.00000
visibility_gated_kalman,combined_stress,0.75,8,3,0.29167,0.19276,0.00134,0.00000,0.65156,0.00000
visibility_gated_kalman,combined_stress,1.00,8,3,0.12500,0.11955,0.00128,0.00000,0.66604,0.00000
visibility_gated_kalman,false_reappearance,0.00,8,3,0.91667,0.16333,0.03677,0.00000,0.26736,0.00000
visibility_gated_kalman,false_reappearance,0.25,8,3,0.58333,0.26909,0.02028,0.00000,0.48206,0.00000
visibility_gated_kalman,false_reappearance,0.50,8,3,0.29167,0.22892,0.00208,0.00000,0.55346,0.00000
visibility_gated_kalman,false_reappearance,0.75,8,3,0.33333,0.21385,0.00278,0.00000,0.64448,0.00000
visibility_gated_kalman,false_reappearance,1.00,8,3,0.25000,0.20475,0.00000,0.00000,0.62204,0.00000
