method,split,seed,episodes,success_rate,mean_final_belief_error,mean_error_during_occlusion,mean_error_after_occlusion,false_disappearance_rate,identity_switch_rate,wrong_object_contact_rate,wrong_contact_rate,target_contact_rate,mean_reacquisition_latency,mean_diagnostic_steps,mean_path_length,mean_calibration_error,mean_occluded_steps
ensemble_uncertainty_planner,camera_dropout_burst,0,6,0.00000,0.05313,0.08339,0.05640,0.32203,0.03055,0.00000,0.13518,0.13518,0.16137,32.66667,1.37129,0.06233,38.66667
ensemble_uncertainty_planner,camera_dropout_burst,1,6,0.00000,0.07083,0.08676,0.05261,0.37449,0.02091,0.00000,0.30926,0.18703,0.04861,33.50000,1.38184,0.06419,40.00000
ensemble_uncertainty_planner,camera_dropout_burst,2,6,0.33333,0.22649,0.13442,0.05263,0.47002,0.07692,0.00000,0.23148,0.21666,0.06845,33.66667,1.44599,0.07131,41.33333
ensemble_uncertainty_planner,camera_dropout_burst,3,6,0.00000,0.08374,0.09254,0.05752,0.37908,0.09430,0.00000,0.23889,0.14630,0.25741,33.83333,1.40666,0.06015,39.33333
ensemble_uncertainty_planner,camera_dropout_burst,4,6,0.00000,0.20856,0.18204,0.05266,0.46346,0.16793,0.00000,0.00000,0.22593,0.17725,30.16667,1.50160,0.13910,45.50000
ensemble_uncertainty_planner,camera_dropout_burst,5,6,0.00000,0.16774,0.23014,0.05857,0.57048,0.28370,0.00000,0.15926,0.27778,0.18056,33.50000,1.47001,0.14639,50.50000
ensemble_uncertainty_planner,camera_dropout_burst,6,6,0.16667,0.09799,0.15268,0.05106,0.43487,0.10235,0.00000,0.21852,0.19815,0.11620,33.00000,1.35356,0.10533,44.83333
ensemble_uncertainty_planner,camera_dropout_burst,7,6,0.16667,0.21634,0.12294,0.06824,0.44457,0.12230,0.00000,0.01111,0.21296,0.16667,34.33333,1.54758,0.08221,42.33333
ensemble_uncertainty_planner,combined_extreme_stress,0,6,0.00000,0.12829,0.32804,0.08435,0.82374,0.24995,0.16667,0.20370,0.09444,0.08750,34.83333,1.58434,0.49434,57.00000
ensemble_uncertainty_planner,combined_extreme_stress,1,6,0.00000,0.40133,0.46506,0.34702,0.93127,0.39782,0.00000,0.02407,0.09630,45.14444,25.33333,1.65428,0.95815,65.50000
ensemble_uncertainty_planner,combined_extreme_stress,2,6,0.16667,0.66763,0.38145,0.07194,0.87111,0.31944,0.00000,0.12963,0.13889,0.12500,32.00000,1.67089,0.60939,62.16667
ensemble_uncertainty_planner,combined_extreme_stress,3,6,0.00000,0.49324,0.39112,0.46412,0.90288,0.34228,0.00000,0.10556,0.12963,60.15278,24.16667,1.63054,0.88868,61.66667
ensemble_uncertainty_planner,combined_extreme_stress,4,6,0.00000,0.66150,0.39393,0.41529,0.90701,0.36053,0.33333,0.20370,0.13148,45.02381,29.83333,1.61672,0.82718,63.16667
ensemble_uncertainty_planner,combined_extreme_stress,5,6,0.33333,0.37392,0.28724,0.10312,0.80753,0.32260,0.16667,0.21296,0.10370,0.20741,38.00000,1.55221,0.43915,57.33333
ensemble_uncertainty_planner,combined_extreme_stress,6,6,0.00000,0.19798,0.26938,0.06958,0.79672,0.19381,0.16667,0.11482,0.05371,0.26768,37.50000,1.51789,0.41347,55.16667
ensemble_uncertainty_planner,combined_extreme_stress,7,6,0.33333,0.28542,0.31306,0.06991,0.85530,0.27601,0.00000,0.03889,0.08518,0.08333,36.50000,1.62127,0.46888,59.00000
ensemble_uncertainty_planner,combined_stress,0,6,0.00000,0.34133,0.32263,0.23940,0.84103,0.20884,0.00000,0.05926,0.15371,30.06111,29.83333,1.61661,0.47036,59.33333
ensemble_uncertainty_planner,combined_stress,1,6,0.00000,0.31809,0.23460,0.33128,0.77885,0.13939,0.00000,0.11667,0.11852,30.12328,31.16667,1.57471,0.36719,51.83333
ensemble_uncertainty_planner,combined_stress,2,6,0.16667,0.20805,0.27257,0.05617,0.81483,0.18782,0.00000,0.19259,0.15370,0.02083,32.33333,1.57751,0.30618,53.00000
ensemble_uncertainty_planner,combined_stress,3,6,0.00000,0.33920,0.20493,0.19956,0.76576,0.28043,0.00000,0.29815,0.10555,15.13704,32.66667,1.59515,0.30173,50.66667
ensemble_uncertainty_planner,combined_stress,4,6,0.00000,0.28249,0.36214,0.11300,0.88143,0.28889,0.00000,0.00000,0.24259,15.07500,31.16667,1.70329,0.41517,58.66667
ensemble_uncertainty_planner,combined_stress,5,6,0.16667,0.20648,0.23581,0.05907,0.73929,0.27357,0.00000,0.10555,0.16667,0.05714,35.66667,1.62289,0.22269,52.66667
ensemble_uncertainty_planner,combined_stress,6,6,0.00000,0.42953,0.28841,0.21181,0.79743,0.28803,0.00000,0.26852,0.13518,15.05417,32.66667,1.60853,0.34974,55.16667
ensemble_uncertainty_planner,combined_stress,7,6,0.16667,0.50452,0.30499,0.06960,0.82361,0.22771,0.00000,0.39815,0.16666,0.25992,33.00000,1.62345,0.29655,56.16667
ensemble_uncertainty_planner,distractor_swap,0,6,0.83333,0.05055,0.09569,0.03210,0.14233,0.12570,0.00000,0.21111,0.42407,0.00000,25.66667,1.55968,0.04452,39.33333
ensemble_uncertainty_planner,distractor_swap,1,6,0.66667,0.09346,0.08365,0.03305,0.05765,0.11783,0.00000,0.31296,0.42407,0.00000,25.33333,1.49819,0.04130,39.33333
ensemble_uncertainty_planner,distractor_swap,2,6,0.83333,0.06441,0.10120,0.03324,0.16007,0.11887,0.00000,0.43148,0.43148,0.04167,27.66667,1.56383,0.04422,40.50000
ensemble_uncertainty_planner,distractor_swap,3,6,0.50000,0.03482,0.10694,0.03518,0.13607,0.12150,0.00000,0.26111,0.44444,0.03333,27.50000,1.52895,0.04648,41.83333
ensemble_uncertainty_planner,distractor_swap,4,6,0.33333,0.05636,0.06844,0.03519,0.03422,0.07736,0.00000,0.21667,0.42037,0.03333,25.33333,1.42193,0.04256,39.50000
ensemble_uncertainty_planner,distractor_swap,5,6,0.50000,0.10608,0.08832,0.03639,0.10164,0.06567,0.00000,0.27593,0.45185,0.06667,28.50000,1.45249,0.04504,42.66667
ensemble_uncertainty_planner,distractor_swap,6,6,0.66667,0.09858,0.09592,0.03547,0.12744,0.08817,0.00000,0.25741,0.43704,0.08333,26.83333,1.47348,0.04395,40.83333
ensemble_uncertainty_planner,distractor_swap,7,6,0.83333,0.10268,0.09189,0.03847,0.12496,0.10993,0.00000,0.12222,0.41482,0.09722,25.83333,1.57578,0.04321,38.50000
ensemble_uncertainty_planner,embodiment_control_shift,0,6,0.00000,0.03963,0.11588,0.03737,0.49178,0.08730,0.00000,0.00000,0.18889,0.06481,32.33333,1.42086,0.06808,40.00000
ensemble_uncertainty_planner,embodiment_control_shift,1,6,0.00000,0.03631,0.06873,0.04095,0.44783,0.07427,0.00000,0.21667,0.16296,0.05159,31.83333,1.37752,0.06030,38.50000
ensemble_uncertainty_planner,embodiment_control_shift,2,6,0.00000,0.19763,0.21077,0.04000,0.61834,0.21654,0.00000,0.19074,0.25556,0.05417,32.33333,1.43209,0.15662,50.00000
ensemble_uncertainty_planner,embodiment_control_shift,3,6,0.00000,0.18105,0.13842,0.03674,0.50416,0.07992,0.00000,0.12037,0.20926,0.11270,33.33333,1.26001,0.06886,43.66667
ensemble_uncertainty_planner,embodiment_control_shift,4,6,0.16667,0.19475,0.16045,0.12312,0.49236,0.14662,0.00000,0.27222,0.19444,15.06944,27.83333,1.41464,0.15404,41.66667
ensemble_uncertainty_planner,embodiment_control_shift,5,6,0.00000,0.04242,0.06787,0.04203,0.41997,0.02083,0.00000,0.35556,0.15185,0.13492,29.50000,1.42766,0.05847,35.83333
ensemble_uncertainty_planner,embodiment_control_shift,6,6,0.33333,0.05977,0.08906,0.04075,0.45558,0.13182,0.00000,0.18333,0.20185,0.05185,33.66667,1.36240,0.06170,40.33333
ensemble_uncertainty_planner,embodiment_control_shift,7,6,0.16667,0.15132,0.09364,0.04253,0.47806,0.03519,0.00000,0.25741,0.17037,0.11706,33.66667,1.37091,0.06468,41.50000
ensemble_uncertainty_planner,end_effector_occlusion,0,6,0.66667,0.03768,0.08323,0.03198,0.13639,0.00000,0.00000,0.13518,0.31296,0.03333,28.16667,1.55526,0.04437,43.00000
ensemble_uncertainty_planner,end_effector_occlusion,1,6,0.50000,0.09668,0.12841,0.03519,0.24382,0.00000,0.00000,0.02407,0.32037,0.08333,31.33333,1.56634,0.04909,45.33333
ensemble_uncertainty_planner,end_effector_occlusion,2,6,0.33333,0.22988,0.19056,0.18913,0.34811,0.05787,0.00000,0.00926,0.37037,15.04167,28.16667,1.53535,0.10272,49.33333
ensemble_uncertainty_planner,end_effector_occlusion,3,6,0.16667,0.17624,0.11360,0.03096,0.21224,0.10972,0.00000,0.13333,0.32222,0.08333,30.83333,1.58704,0.04847,44.16667
ensemble_uncertainty_planner,end_effector_occlusion,4,6,0.00000,0.29047,0.23031,0.06921,0.36471,0.09722,0.00000,0.20741,0.38333,15.04167,25.50000,1.59785,0.12042,52.33333
ensemble_uncertainty_planner,end_effector_occlusion,5,6,0.00000,0.20248,0.25384,0.14749,0.43243,0.17957,0.00000,0.16482,0.42037,15.00000,29.66667,1.56253,0.10960,55.00000
ensemble_uncertainty_planner,end_effector_occlusion,6,6,0.16667,0.13957,0.15895,0.03089,0.26703,0.12500,0.00000,0.09259,0.31852,0.00000,27.83333,1.61392,0.06351,46.66667
ensemble_uncertainty_planner,end_effector_occlusion,7,6,0.33333,0.04025,0.09206,0.03396,0.20364,0.09048,0.00000,0.07963,0.32963,0.08333,29.50000,1.64884,0.04650,43.00000
ensemble_uncertainty_planner,false_reappearance,0,6,0.00000,0.16998,0.16183,0.15409,0.46181,0.12513,0.00000,0.04259,0.12963,15.06548,33.00000,1.44336,0.13896,46.33333
ensemble_uncertainty_planner,false_reappearance,1,6,0.16667,0.07845,0.10186,0.04609,0.33776,0.10480,0.00000,0.29259,0.10185,0.00000,33.66667,1.42396,0.06036,41.00000
ensemble_uncertainty_planner,false_reappearance,2,6,0.16667,0.12021,0.20561,0.04652,0.55898,0.19392,0.00000,0.37222,0.21667,0.07143,34.16667,1.54059,0.11495,49.00000
ensemble_uncertainty_planner,false_reappearance,3,6,0.16667,0.35042,0.15871,0.04558,0.53324,0.18835,0.00000,0.27778,0.15556,0.02381,36.33333,1.52063,0.10894,49.66667
ensemble_uncertainty_planner,false_reappearance,4,6,0.16667,0.23537,0.21039,0.05030,0.43351,0.12857,0.00000,0.10741,0.17037,0.06018,30.33333,1.52485,0.12935,46.66667
ensemble_uncertainty_planner,false_reappearance,5,6,0.00000,0.06686,0.07423,0.04602,0.31040,0.03480,0.00000,0.14815,0.08519,0.08677,35.00000,1.32257,0.06112,41.16667
ensemble_uncertainty_planner,false_reappearance,6,6,0.00000,0.11896,0.15583,0.11328,0.41322,0.11888,0.00000,0.18333,0.11852,15.06731,31.33333,1.38153,0.14119,45.66667
ensemble_uncertainty_planner,false_reappearance,7,6,0.33333,0.15076,0.14372,0.04742,0.47789,0.09911,0.00000,0.25000,0.18148,0.00000,36.83333,1.45373,0.07365,45.00000
ensemble_uncertainty_planner,hidden_contact_drift,0,6,0.00000,0.12748,0.11738,0.03820,0.55036,0.18750,0.00000,0.13518,0.24444,0.02778,33.50000,1.43184,0.09035,41.33333
ensemble_uncertainty_planner,hidden_contact_drift,1,6,0.16667,0.12578,0.17111,0.12725,0.59532,0.12616,0.00000,0.17037,0.22407,15.04167,31.50000,1.51355,0.21393,45.66667
ensemble_uncertainty_planner,hidden_contact_drift,2,6,0.16667,0.25281,0.20815,0.10723,0.59799,0.24156,0.00000,0.06667,0.22778,15.02381,29.16667,1.40322,0.24921,48.16667
ensemble_uncertainty_planner,hidden_contact_drift,3,6,0.00000,0.04881,0.07930,0.03834,0.52338,0.02381,0.00000,0.11482,0.18704,0.07937,31.16667,1.34087,0.07018,36.16667
ensemble_uncertainty_planner,hidden_contact_drift,4,6,0.00000,0.13046,0.14722,0.09496,0.50308,0.08974,0.00000,0.11852,0.18333,15.11111,29.33333,1.32292,0.20950,44.16667
ensemble_uncertainty_planner,hidden_contact_drift,5,6,0.00000,0.05217,0.07235,0.04095,0.41589,0.05417,0.00000,0.00556,0.18333,0.12930,30.66667,1.35066,0.06956,37.00000
ensemble_uncertainty_planner,hidden_contact_drift,6,6,0.16667,0.07797,0.07428,0.03946,0.45949,0.03365,0.00000,0.01111,0.19630,0.08909,34.00000,1.32834,0.07652,40.50000
ensemble_uncertainty_planner,hidden_contact_drift,7,6,0.16667,0.18011,0.12682,0.04119,0.46151,0.10278,0.00000,0.25000,0.18704,0.00000,26.66667,1.45450,0.13315,38.50000
ensemble_uncertainty_planner,high_symmetry_layout,0,6,0.16667,0.05116,0.09769,0.04239,0.39766,0.11351,0.00000,0.12407,0.16482,0.11270,33.33333,1.51681,0.06448,39.33333
ensemble_uncertainty_planner,high_symmetry_layout,1,6,0.00000,0.19467,0.12884,0.04082,0.38390,0.09716,0.00000,0.38889,0.19444,0.00000,32.33333,1.42537,0.07999,43.50000
ensemble_uncertainty_planner,high_symmetry_layout,2,6,0.16667,0.10436,0.11467,0.03999,0.37528,0.09240,0.00000,0.09259,0.13704,0.06548,32.33333,1.32831,0.07336,42.66667
ensemble_uncertainty_planner,high_symmetry_layout,3,6,0.16667,0.13031,0.14137,0.04750,0.46165,0.17315,0.00000,0.00000,0.15000,0.05714,33.83333,1.54709,0.11240,45.50000
ensemble_uncertainty_planner,high_symmetry_layout,4,6,0.16667,0.11457,0.18521,0.10370,0.47901,0.08556,0.00000,0.20000,0.17222,15.06250,32.50000,1.40665,0.15391,47.33333
ensemble_uncertainty_planner,high_symmetry_layout,5,6,0.00000,0.04455,0.11363,0.04881,0.41829,0.09216,0.00000,0.30741,0.12593,0.06548,34.33333,1.38065,0.06946,42.50000
ensemble_uncertainty_planner,high_symmetry_layout,6,6,0.00000,0.04313,0.08465,0.03971,0.35719,0.01906,0.00000,0.22222,0.09630,0.04167,34.66667,1.37326,0.06046,41.00000
ensemble_uncertainty_planner,high_symmetry_layout,7,6,0.16667,0.04605,0.06574,0.04463,0.22626,0.02706,0.00000,0.36296,0.07593,0.06018,31.00000,1.38295,0.05508,38.00000
ensemble_uncertainty_planner,long_self_occlusion,0,6,0.33333,0.31293,0.25869,0.03658,0.49517,0.05417,0.00000,0.00000,0.27037,0.04167,30.33333,1.63145,0.10738,54.66667
ensemble_uncertainty_planner,long_self_occlusion,1,6,0.33333,0.41773,0.24871,0.17114,0.51290,0.13889,0.00000,0.00741,0.29815,15.00000,30.66667,1.58637,0.12045,55.50000
ensemble_uncertainty_planner,long_self_occlusion,2,6,0.00000,0.08426,0.13885,0.03205,0.35457,0.33519,0.00000,0.13518,0.18889,0.04167,32.33333,1.61854,0.05806,48.16667
ensemble_uncertainty_planner,long_self_occlusion,3,6,0.33333,0.38605,0.27923,0.19631,0.52776,0.17196,0.00000,0.07963,0.29259,15.05556,29.50000,1.67424,0.12364,56.50000
ensemble_uncertainty_planner,long_self_occlusion,4,6,0.33333,0.29806,0.26272,0.03417,0.53434,0.24325,0.00000,0.08704,0.29259,0.00000,31.50000,1.64667,0.09846,54.50000
ensemble_uncertainty_planner,long_self_occlusion,5,6,0.50000,0.09826,0.11770,0.03298,0.32283,0.04167,0.00000,0.04074,0.23889,0.00000,31.66667,1.69659,0.05001,45.16667
ensemble_uncertainty_planner,long_self_occlusion,6,6,0.16667,0.28984,0.22889,0.14656,0.49102,0.20000,0.00000,0.04630,0.25926,15.05556,32.33333,1.62339,0.10572,54.33333
ensemble_uncertainty_planner,long_self_occlusion,7,6,0.16667,0.50411,0.28448,0.17153,0.56185,0.30198,0.00000,0.00000,0.34444,15.05556,28.50000,1.68506,0.14495,56.50000
ensemble_uncertainty_planner,near_identical_distractors,0,6,0.83333,0.08313,0.10609,0.04220,0.23012,0.16712,0.00000,0.25556,0.38519,0.04167,28.16667,1.50938,0.05205,41.50000
ensemble_uncertainty_planner,near_identical_distractors,1,6,0.33333,0.04095,0.09766,0.03928,0.20034,0.07941,0.00000,0.27778,0.38889,0.00000,28.83333,1.44603,0.04781,42.66667
ensemble_uncertainty_planner,near_identical_distractors,2,6,0.00000,0.05374,0.09253,0.04007,0.20260,0.07778,0.00000,0.20371,0.34445,0.03333,28.16667,1.51900,0.04807,39.83333
ensemble_uncertainty_planner,near_identical_distractors,3,6,0.50000,0.08980,0.08000,0.03614,0.18185,0.08967,0.00000,0.11481,0.38889,0.03333,29.16667,1.51771,0.04806,43.00000
ensemble_uncertainty_planner,near_identical_distractors,4,6,0.50000,0.17424,0.19502,0.11874,0.38954,0.19003,0.00000,0.16481,0.42037,15.15278,28.33333,1.59184,0.09451,48.50000
ensemble_uncertainty_planner,near_identical_distractors,5,6,0.50000,0.26905,0.16463,0.04688,0.37169,0.15465,0.00000,0.00185,0.45000,0.22778,33.16667,1.46764,0.05713,47.33333
ensemble_uncertainty_planner,near_identical_distractors,6,6,0.83333,0.07030,0.09368,0.04439,0.19542,0.10052,0.00000,0.17037,0.35555,0.08333,26.83333,1.51769,0.04494,40.50000
ensemble_uncertainty_planner,near_identical_distractors,7,6,0.83333,0.12595,0.11428,0.04016,0.23089,0.08831,0.00000,0.21111,0.37222,0.00000,27.50000,1.44093,0.05136,42.83333
ensemble_uncertainty_planner,nominal,0,6,0.83333,0.05267,0.09133,0.01480,0.00000,0.00000,0.00000,0.02593,0.72407,0.00000,3.66667,1.22712,0.03542,36.00000
ensemble_uncertainty_planner,nominal,1,6,1.00000,0.01838,0.11305,0.01549,0.00000,0.00000,0.00000,0.17407,0.75926,0.00000,5.66667,1.31937,0.04174,35.66667
ensemble_uncertainty_planner,nominal,2,6,1.00000,0.03670,0.09204,0.01433,0.00000,0.00000,0.00000,0.03519,0.71482,0.00000,4.00000,1.38894,0.03169,32.66667
ensemble_uncertainty_planner,nominal,3,6,1.00000,0.01454,0.10452,0.01402,0.00439,0.00000,0.00000,0.05926,0.74815,0.00000,4.33333,1.27248,0.03783,34.00000
ensemble_uncertainty_planner,nominal,4,6,0.83333,0.02618,0.12619,0.01555,0.02778,0.00000,0.00000,0.08148,0.76852,0.00000,6.33333,1.25651,0.05156,39.16667
ensemble_uncertainty_planner,nominal,5,6,1.00000,0.06410,0.10039,0.01452,0.00000,0.00000,0.00000,0.00000,0.72222,0.00000,5.66667,1.35389,0.03466,34.16667
ensemble_uncertainty_planner,nominal,6,6,0.83333,0.01399,0.08996,0.01509,0.00000,0.16667,0.00000,0.17222,0.75185,0.00000,3.00000,1.35610,0.03318,33.83333
ensemble_uncertainty_planner,nominal,7,6,0.83333,0.08683,0.11909,0.01580,0.01515,0.16667,0.00000,0.08148,0.75741,0.00000,5.16667,1.32990,0.04346,35.83333
ensemble_uncertainty_planner,object_displacement,0,6,0.16667,0.03252,0.05670,0.03578,0.21854,0.03333,0.00000,0.03333,0.40000,0.07639,25.66667,1.39752,0.04706,32.00000
ensemble_uncertainty_planner,object_displacement,1,6,0.33333,0.28937,0.14901,0.03732,0.35618,0.11111,0.00000,0.02593,0.49259,0.02381,28.50000,1.34842,0.07251,41.33333
ensemble_uncertainty_planner,object_displacement,2,6,0.16667,0.03509,0.04772,0.03380,0.19523,0.00000,0.00000,0.25371,0.45370,0.01852,28.16667,1.22396,0.04922,35.33333
ensemble_uncertainty_planner,object_displacement,3,6,1.00000,0.04380,0.05273,0.03663,0.20090,0.03333,0.00000,0.13333,0.40370,0.09623,26.00000,1.35130,0.04723,32.83333
ensemble_uncertainty_planner,object_displacement,4,6,0.33333,0.04525,0.05689,0.03775,0.18084,0.09445,0.00000,0.05370,0.44259,0.06131,26.66667,1.29370,0.04588,34.16667
ensemble_uncertainty_planner,object_displacement,5,6,0.66667,0.04007,0.06556,0.03580,0.24912,0.00000,0.00000,0.00926,0.42963,0.02381,27.66667,1.32488,0.04707,34.00000
ensemble_uncertainty_planner,object_displacement,6,6,0.83333,0.04222,0.06290,0.03601,0.21684,0.05556,0.00000,0.22963,0.42778,0.04861,27.00000,1.27722,0.04583,33.33333
ensemble_uncertainty_planner,object_displacement,7,6,0.50000,0.02858,0.14561,0.03611,0.36025,0.02381,0.00000,0.09815,0.46667,0.04762,27.50000,1.43318,0.08099,40.00000
ensemble_uncertainty_planner,short_self_occlusion,0,6,0.66667,0.06785,0.11769,0.02579,0.06261,0.25000,0.00000,0.00000,0.49445,0.00000,21.83333,1.58714,0.04508,40.66667
ensemble_uncertainty_planner,short_self_occlusion,1,6,0.50000,0.08907,0.09153,0.02555,0.03031,0.00000,0.00000,0.02778,0.49259,0.00000,20.00000,1.55912,0.04174,39.33333
ensemble_uncertainty_planner,short_self_occlusion,2,6,0.66667,0.06959,0.15691,0.02600,0.13500,0.17222,0.00000,0.16482,0.51667,0.05556,21.50000,1.56224,0.05639,43.16667
ensemble_uncertainty_planner,short_self_occlusion,3,6,0.66667,0.06304,0.13646,0.02385,0.10418,0.22222,0.00000,0.01296,0.51667,0.00000,23.50000,1.52001,0.05303,42.83333
ensemble_uncertainty_planner,short_self_occlusion,4,6,0.83333,0.20997,0.17973,0.15464,0.16719,0.20833,0.00000,0.10741,0.56667,15.00000,20.16667,1.46465,0.08500,46.16667
ensemble_uncertainty_planner,short_self_occlusion,5,6,0.50000,0.17895,0.13850,0.02520,0.11271,0.00000,0.00000,0.00000,0.55741,0.00000,23.83333,1.51076,0.05455,44.00000
ensemble_uncertainty_planner,short_self_occlusion,6,6,0.66667,0.20348,0.13051,0.02533,0.10510,0.04167,0.00000,0.05000,0.53519,0.00000,23.33333,1.52448,0.05252,42.83333
ensemble_uncertainty_planner,short_self_occlusion,7,6,0.66667,0.14344,0.12721,0.02731,0.09014,0.00000,0.00000,0.02407,0.50000,0.05556,23.00000,1.63173,0.04675,41.00000
ensemble_uncertainty_planner,stale_memory_trap,0,6,0.00000,0.42708,0.35287,0.23507,0.86399,0.21370,0.00000,0.15371,0.19074,30.00000,25.83333,1.67045,0.59776,60.00000
ensemble_uncertainty_planner,stale_memory_trap,1,6,0.00000,0.06218,0.15255,0.04907,0.74475,0.13748,0.00000,0.11111,0.07963,0.02778,38.50000,1.49015,0.15020,47.16667
ensemble_uncertainty_planner,stale_memory_trap,2,6,0.16667,0.38126,0.27257,0.04724,0.83250,0.26747,0.00000,0.24074,0.16111,0.03333,38.16667,1.64312,0.26417,57.33333
ensemble_uncertainty_planner,stale_memory_trap,3,6,0.00000,0.06620,0.10220,0.04238,0.68977,0.07940,0.00000,0.00926,0.05000,0.04233,39.66667,1.38090,0.09382,45.50000
ensemble_uncertainty_planner,stale_memory_trap,4,6,0.16667,0.48551,0.35581,0.26747,0.87308,0.23722,0.00000,0.02963,0.18519,30.10185,29.33333,1.56610,0.51294,60.83333
ensemble_uncertainty_planner,stale_memory_trap,5,6,0.16667,0.30944,0.22079,0.04415,0.79323,0.15108,0.00000,0.20741,0.17407,0.08750,34.50000,1.58666,0.23418,52.50000
ensemble_uncertainty_planner,stale_memory_trap,6,6,0.33333,0.26955,0.18000,0.04678,0.76969,0.16612,0.00000,0.06296,0.11852,0.01852,42.33333,1.48706,0.14106,51.83333
ensemble_uncertainty_planner,stale_memory_trap,7,6,0.16667,0.21824,0.19991,0.04413,0.76219,0.24068,0.00000,0.14815,0.15370,0.00000,36.83333,1.65926,0.20350,50.00000
hist_gradient_occlusion_regressor,camera_dropout_burst,0,6,0.83333,0.05428,0.05589,0.05428,0.23232,0.16177,0.00000,0.16852,0.73704,75.00000,0.00000,1.03336,0.07526,70.50000
hist_gradient_occlusion_regressor,camera_dropout_burst,1,6,1.00000,0.04846,0.06378,0.04540,0.18814,0.39325,0.00000,0.27963,0.75185,75.00000,0.00000,1.01857,0.06093,70.16667
hist_gradient_occlusion_regressor,camera_dropout_burst,2,6,0.83333,0.07764,0.06558,0.07723,0.17831,0.18600,0.00000,0.02963,0.71852,75.00000,0.00000,1.14721,0.06512,67.50000
hist_gradient_occlusion_regressor,camera_dropout_burst,3,6,1.00000,0.07405,0.06532,0.05944,0.19849,0.28350,0.00000,0.27963,0.70556,75.00000,0.00000,1.08244,0.06154,69.83333
hist_gradient_occlusion_regressor,camera_dropout_burst,4,6,1.00000,0.07194,0.06866,0.07504,0.15375,0.18131,0.00000,0.00556,0.61296,60.16667,0.00000,1.12068,0.05449,68.83333
hist_gradient_occlusion_regressor,camera_dropout_burst,5,6,0.83333,0.06268,0.07201,0.06485,0.21241,0.38355,0.00000,0.27037,0.65000,75.00000,0.00000,1.00048,0.06149,71.00000
hist_gradient_occlusion_regressor,camera_dropout_burst,6,6,1.00000,0.06513,0.04855,0.03852,0.21237,0.15656,0.00000,0.11852,0.72592,75.00000,0.00000,0.98280,0.08154,70.83333
hist_gradient_occlusion_regressor,camera_dropout_burst,7,6,0.83333,0.06700,0.06869,0.06700,0.21435,0.15323,0.00000,0.11296,0.63333,90.00000,0.00000,1.15143,0.06260,68.16667
hist_gradient_occlusion_regressor,combined_extreme_stress,0,6,0.50000,0.06132,0.07709,0.06132,0.25611,0.25426,0.00000,0.34815,0.51667,90.00000,0.00000,1.04891,0.06453,72.00000
hist_gradient_occlusion_regressor,combined_extreme_stress,1,6,1.00000,0.07412,0.06879,0.07412,0.25635,0.20686,0.00000,0.29445,0.73148,90.00000,0.00000,1.02574,0.06773,72.33333
hist_gradient_occlusion_regressor,combined_extreme_stress,2,6,0.50000,0.09367,0.09345,0.09465,0.20405,0.50813,0.00000,0.39259,0.46111,75.00000,0.00000,1.12791,0.06526,70.50000
hist_gradient_occlusion_regressor,combined_extreme_stress,3,6,0.83333,0.06670,0.08438,0.06352,0.17670,0.29363,0.00000,0.25370,0.55000,75.00000,0.00000,1.17929,0.06331,68.50000
hist_gradient_occlusion_regressor,combined_extreme_stress,4,6,0.83333,0.07383,0.06963,0.07383,0.22642,0.27360,0.00000,0.11852,0.61481,90.00000,0.00000,1.09972,0.06984,69.50000
hist_gradient_occlusion_regressor,combined_extreme_stress,5,6,1.00000,0.05291,0.06031,0.05291,0.22235,0.17742,0.00000,0.20370,0.74445,90.00000,0.00000,1.11667,0.06738,69.50000
hist_gradient_occlusion_regressor,combined_extreme_stress,6,6,0.66667,0.07890,0.08392,0.07890,0.22020,0.54991,0.00000,0.21667,0.43518,90.00000,0.00000,1.16024,0.06465,69.33333
hist_gradient_occlusion_regressor,combined_extreme_stress,7,6,0.16667,0.11886,0.09726,0.11886,0.22127,0.55408,0.00000,0.17222,0.35556,90.00000,0.00000,1.11950,0.06117,69.50000
hist_gradient_occlusion_regressor,combined_stress,0,6,0.66667,0.06579,0.07747,0.06820,0.18814,0.35091,0.00000,0.18519,0.59259,75.00000,0.00000,1.06633,0.06175,69.50000
hist_gradient_occlusion_regressor,combined_stress,1,6,0.83333,0.07052,0.07088,0.07052,0.21650,0.17064,0.00000,0.21481,0.64259,90.00000,0.00000,1.18940,0.06506,69.00000
hist_gradient_occlusion_regressor,combined_stress,2,6,0.50000,0.10410,0.08335,0.10410,0.22762,0.31154,0.00000,0.21852,0.50185,90.00000,0.00000,1.12398,0.06276,70.00000
hist_gradient_occlusion_regressor,combined_stress,3,6,1.00000,0.04419,0.05760,0.04419,0.20373,0.20604,0.00000,0.15000,0.73148,90.00000,0.00000,1.15516,0.06742,67.83333
hist_gradient_occlusion_regressor,combined_stress,4,6,0.50000,0.11513,0.08206,0.11513,0.23093,0.25317,0.00000,0.14259,0.50556,90.00000,0.00000,1.12417,0.06269,70.33333
hist_gradient_occlusion_regressor,combined_stress,5,6,0.66667,0.04488,0.05434,0.04488,0.23511,0.42577,0.00000,0.45556,0.60741,90.00000,0.00000,1.02340,0.07216,70.66667
hist_gradient_occlusion_regressor,combined_stress,6,6,1.00000,0.03966,0.05149,0.03966,0.23380,0.21918,0.00000,0.23148,0.76111,90.00000,0.00000,1.07431,0.07246,70.50000
