method,split,seed,episodes,success_rate,mean_final_belief_error,mean_error_during_occlusion,mean_error_after_occlusion,false_disappearance_rate,identity_switch_rate,wrong_object_contact_rate,wrong_contact_rate,target_contact_rate,mean_reacquisition_latency,mean_diagnostic_steps,mean_path_length,mean_calibration_error,mean_occluded_steps
last_seen_memory,false_reappearance,4,6,0.00000,0.09378,0.18315,0.08409,0.38860,0.99206,0.00000,0.43148,0.13148,15.16429,0.00000,1.42954,0.07847,52.00000
last_seen_memory,false_reappearance,5,6,0.33333,0.14615,0.15398,0.07059,0.41081,0.95563,0.00000,0.58148,0.19630,15.15556,0.00000,1.32361,0.07704,54.16667
last_seen_memory,false_reappearance,6,6,0.00000,0.15177,0.17189,0.11878,0.45726,0.94925,0.00000,0.65370,0.14815,30.00000,0.00000,1.24753,0.08013,59.33333
last_seen_memory,false_reappearance,7,6,0.16667,0.08666,0.13714,0.06386,0.40322,0.88586,0.00000,0.59074,0.23889,15.10000,0.00000,1.30529,0.08355,54.66667
last_seen_memory,hidden_contact_drift,0,6,0.16667,0.17372,0.16207,0.11467,0.49146,0.89483,0.00000,0.60185,0.28148,45.05555,0.00000,1.40413,0.09741,65.00000
last_seen_memory,hidden_contact_drift,1,6,0.50000,0.10272,0.17645,0.04315,0.33156,0.98611,0.00000,0.31482,0.25185,0.04167,0.00000,1.52330,0.08695,44.33333
last_seen_memory,hidden_contact_drift,2,6,0.16667,0.13828,0.14569,0.07069,0.47320,0.90212,0.00000,0.58518,0.31852,30.04167,0.00000,1.37207,0.09120,62.66667
last_seen_memory,hidden_contact_drift,3,6,0.66667,0.06527,0.22817,0.04272,0.27095,0.96633,0.00000,0.15555,0.24074,0.02778,0.00000,1.50332,0.11110,38.66667
last_seen_memory,hidden_contact_drift,4,6,0.50000,0.03336,0.15576,0.04698,0.33035,0.98148,0.00000,0.31296,0.32222,0.13095,0.00000,1.33399,0.09102,45.00000
last_seen_memory,hidden_contact_drift,5,6,0.16667,0.16749,0.17596,0.06579,0.43315,0.98485,0.00000,0.29815,0.24074,30.00000,0.00000,1.49427,0.09043,55.83333
last_seen_memory,hidden_contact_drift,6,6,0.66667,0.09209,0.14045,0.04279,0.40745,0.98611,0.00000,0.35926,0.33148,0.02778,0.00000,1.42985,0.08417,52.00000
last_seen_memory,hidden_contact_drift,7,6,0.33333,0.06017,0.10860,0.05107,0.42917,0.95316,0.00000,0.45000,0.38148,15.09722,0.00000,1.36976,0.07861,55.33333
last_seen_memory,high_symmetry_layout,0,6,0.16667,0.09055,0.14808,0.04954,0.35656,0.93246,0.00000,0.52593,0.22408,15.13611,0.00000,1.47076,0.07679,47.16667
last_seen_memory,high_symmetry_layout,1,6,0.16667,0.09175,0.11879,0.06085,0.43680,0.88306,0.00000,0.51111,0.40185,30.07500,0.00000,1.34309,0.08572,58.50000
last_seen_memory,high_symmetry_layout,2,6,0.16667,0.12151,0.14844,0.09308,0.43883,0.91985,0.00000,0.58704,0.19815,45.02083,0.00000,1.27683,0.07011,57.33333
last_seen_memory,high_symmetry_layout,3,6,0.16667,0.12071,0.14395,0.07500,0.44933,0.95802,0.00000,0.52778,0.15371,30.06667,0.00000,1.43571,0.07034,58.50000
last_seen_memory,high_symmetry_layout,4,6,0.16667,0.14160,0.14970,0.04617,0.38949,0.92932,0.00000,0.46296,0.21296,0.00000,0.00000,1.38766,0.07954,50.50000
last_seen_memory,high_symmetry_layout,5,6,0.00000,0.08071,0.15901,0.05138,0.41574,0.93866,0.00000,0.51667,0.19259,0.18056,0.00000,1.43443,0.07926,53.83333
last_seen_memory,high_symmetry_layout,6,6,0.33333,0.06454,0.13241,0.03777,0.42209,0.94311,0.00000,0.62408,0.22407,0.00000,0.00000,1.37235,0.07675,54.33333
last_seen_memory,high_symmetry_layout,7,6,0.16667,0.05427,0.13948,0.04592,0.39378,0.92720,0.00000,0.49074,0.21482,15.00000,0.00000,1.38644,0.07456,52.00000
last_seen_memory,long_self_occlusion,0,6,0.50000,0.18030,0.13074,0.09153,0.47284,1.00000,0.00000,0.20556,0.41482,15.12500,0.00000,1.37993,0.09291,61.66667
last_seen_memory,long_self_occlusion,1,6,0.16667,0.16877,0.16646,0.03431,0.41439,1.00000,0.00000,0.13889,0.30926,0.00000,0.00000,1.51261,0.10009,54.16667
last_seen_memory,long_self_occlusion,2,6,0.33333,0.08326,0.14917,0.03219,0.39570,1.00000,0.00000,0.18704,0.34630,0.05556,0.00000,1.67209,0.10512,51.83333
last_seen_memory,long_self_occlusion,3,6,0.50000,0.17042,0.13494,0.08321,0.45702,1.00000,0.00000,0.21667,0.37593,30.08333,0.00000,1.51999,0.09572,60.66667
last_seen_memory,long_self_occlusion,4,6,0.16667,0.10878,0.13815,0.06304,0.46183,0.97917,0.00000,0.40185,0.20185,30.00000,0.00000,1.35756,0.08164,60.83333
last_seen_memory,long_self_occlusion,5,6,0.33333,0.07368,0.12570,0.08178,0.48434,0.83333,0.00000,0.22593,0.45185,30.05555,0.00000,1.42294,0.09701,62.83333
last_seen_memory,long_self_occlusion,6,6,0.83333,0.14392,0.11767,0.04625,0.46970,1.00000,0.00000,0.31667,0.37778,15.00000,0.00000,1.45407,0.10520,61.16667
last_seen_memory,long_self_occlusion,7,6,0.16667,0.10184,0.16235,0.09703,0.47763,0.97222,0.00000,0.40741,0.27778,45.00000,0.00000,1.34279,0.09608,62.66667
last_seen_memory,near_identical_distractors,0,6,0.33333,0.08622,0.13395,0.03226,0.40964,0.90572,0.00000,0.44074,0.34630,0.00000,0.00000,1.35243,0.08743,53.00000
last_seen_memory,near_identical_distractors,1,6,0.66667,0.11723,0.13284,0.05308,0.38697,0.91429,0.00000,0.47963,0.30556,15.06111,0.00000,1.28246,0.07728,51.50000
last_seen_memory,near_identical_distractors,2,6,0.50000,0.13352,0.14136,0.06861,0.38576,0.93366,0.00000,0.50370,0.30370,15.03333,0.00000,1.32939,0.07240,50.66667
last_seen_memory,near_identical_distractors,3,6,0.16667,0.11670,0.13161,0.04771,0.38714,0.95833,0.00000,0.48333,0.33333,15.02778,0.00000,1.36622,0.07488,50.66667
last_seen_memory,near_identical_distractors,4,6,0.33333,0.11380,0.11167,0.06820,0.46344,0.89143,0.00000,0.64259,0.26852,30.04167,0.00000,1.23033,0.07534,60.00000
last_seen_memory,near_identical_distractors,5,6,0.16667,0.04616,0.14503,0.03954,0.36211,0.95998,0.00000,0.52777,0.30741,0.00000,0.00000,1.29659,0.07604,45.83333
last_seen_memory,near_identical_distractors,6,6,0.33333,0.09871,0.13332,0.07709,0.41657,0.94912,0.00000,0.59074,0.29630,30.00000,0.00000,1.33943,0.07063,54.50000
last_seen_memory,near_identical_distractors,7,6,0.00000,0.07604,0.13037,0.03810,0.39929,0.94204,0.00000,0.54445,0.35370,0.10318,0.00000,1.30757,0.07921,52.16667
last_seen_memory,nominal,0,6,0.83333,0.05873,0.06288,0.05738,0.49349,0.50000,0.00000,0.11111,0.67037,60.00000,0.00000,0.95044,0.12138,64.16667
last_seen_memory,nominal,1,6,0.83333,0.02789,0.03081,0.02707,0.48164,0.83333,0.00000,0.25000,0.75000,30.00000,0.00000,1.04463,0.11566,60.66667
last_seen_memory,nominal,2,6,1.00000,0.01699,0.02993,0.01559,0.48361,0.50000,0.00000,0.10185,0.71852,45.00000,0.00000,1.13253,0.11721,60.33333
last_seen_memory,nominal,3,6,1.00000,0.01383,0.02792,0.01498,0.45039,0.83333,0.00000,0.12407,0.77963,15.00000,0.00000,1.03118,0.12382,57.50000
last_seen_memory,nominal,4,6,0.83333,0.03151,0.04607,0.02815,0.44698,0.83333,0.00000,0.20000,0.68333,15.00000,0.00000,1.00300,0.10709,55.50000
last_seen_memory,nominal,5,6,0.83333,0.03821,0.04282,0.03829,0.47152,0.66667,0.00000,0.07778,0.68703,45.00000,0.00000,1.10829,0.10912,59.00000
last_seen_memory,nominal,6,6,1.00000,0.01542,0.02757,0.01592,0.47203,0.50000,0.00000,0.27037,0.74815,45.00000,0.00000,1.11136,0.12070,59.00000
last_seen_memory,nominal,7,6,0.83333,0.07622,0.07992,0.07964,0.42366,0.66667,0.00000,0.22222,0.66667,45.00000,0.00000,1.14500,0.11959,56.16667
last_seen_memory,object_displacement,0,6,0.16667,0.13594,0.16160,0.03838,0.30226,0.97619,0.00000,0.16111,0.43148,0.09722,0.00000,1.58559,0.09210,41.16667
last_seen_memory,object_displacement,1,6,0.66667,0.08141,0.11564,0.03763,0.36869,1.00000,0.00000,0.08704,0.47593,0.03333,0.00000,1.47001,0.09552,47.50000
last_seen_memory,object_displacement,2,6,0.66667,0.09725,0.09719,0.03776,0.41818,0.93333,0.00000,0.29259,0.58518,0.08333,0.00000,1.26914,0.09194,55.33333
last_seen_memory,object_displacement,3,6,1.00000,0.18818,0.13789,0.03953,0.33394,0.97222,0.00000,0.12037,0.46667,0.12500,0.00000,1.51806,0.09781,43.83333
last_seen_memory,object_displacement,4,6,0.33333,0.04910,0.10441,0.03379,0.40781,0.96296,0.00000,0.42778,0.50000,0.08333,0.00000,1.32160,0.08608,52.83333
last_seen_memory,object_displacement,5,6,0.66667,0.10263,0.14218,0.03564,0.36093,1.00000,0.00000,0.13333,0.40926,0.05556,0.00000,1.52116,0.09426,47.00000
last_seen_memory,object_displacement,6,6,0.50000,0.11288,0.13534,0.09912,0.44877,0.98333,0.00000,0.39815,0.51667,15.00000,0.00000,1.33615,0.09245,56.83333
last_seen_memory,object_displacement,7,6,0.16667,0.12240,0.16968,0.03258,0.36468,0.94444,0.00000,0.24260,0.36852,0.00000,0.00000,1.53738,0.09543,50.33333
last_seen_memory,short_self_occlusion,0,6,1.00000,0.02691,0.06787,0.02503,0.42679,1.00000,0.00000,0.14815,0.58889,0.00000,0.00000,1.34299,0.10897,53.83333
last_seen_memory,short_self_occlusion,1,6,0.66667,0.09931,0.08649,0.02608,0.38550,1.00000,0.00000,0.19259,0.57408,0.00000,0.00000,1.43003,0.10550,51.00000
last_seen_memory,short_self_occlusion,2,6,0.50000,0.10462,0.08002,0.03083,0.45713,1.00000,0.00000,0.15000,0.62778,0.08333,0.00000,1.31238,0.11061,58.83333
last_seen_memory,short_self_occlusion,3,6,1.00000,0.10499,0.09268,0.02460,0.37634,1.00000,0.00000,0.06481,0.57778,0.00000,0.00000,1.39141,0.10496,50.33333
last_seen_memory,short_self_occlusion,4,6,0.66667,0.07712,0.07660,0.02535,0.45584,1.00000,0.00000,0.19815,0.62222,0.11111,0.00000,1.24738,0.11536,56.33333
last_seen_memory,short_self_occlusion,5,6,0.66667,0.04133,0.05968,0.04579,0.45041,1.00000,0.00000,0.02593,0.65741,15.00000,0.00000,1.26675,0.11976,58.50000
last_seen_memory,short_self_occlusion,6,6,0.83333,0.02944,0.08997,0.02601,0.41093,1.00000,0.00000,0.11482,0.58148,0.00000,0.00000,1.40114,0.10586,53.16667
last_seen_memory,short_self_occlusion,7,6,0.66667,0.20351,0.10008,0.02353,0.38773,1.00000,0.00000,0.05000,0.54074,0.00000,0.00000,1.45462,0.09887,48.16667
last_seen_memory,stale_memory_trap,0,6,0.33333,0.10079,0.14783,0.04770,0.42925,0.92740,0.00000,0.54259,0.17222,0.12222,0.00000,1.44464,0.08148,56.16667
last_seen_memory,stale_memory_trap,1,6,0.33333,0.10428,0.17960,0.06204,0.40453,0.91667,0.00000,0.30556,0.24074,15.09722,0.00000,1.59026,0.09769,52.00000
last_seen_memory,stale_memory_trap,2,6,0.00000,0.15756,0.15175,0.13207,0.50734,0.84934,0.00000,0.63889,0.18148,60.00000,0.00000,1.36569,0.07517,66.33333
last_seen_memory,stale_memory_trap,3,6,0.33333,0.12541,0.17043,0.04447,0.38296,0.93453,0.00000,0.41481,0.15741,0.17222,0.00000,1.47177,0.09981,52.50000
last_seen_memory,stale_memory_trap,4,6,0.33333,0.21913,0.14431,0.04391,0.45701,0.88507,0.00000,0.47592,0.29259,15.04167,0.00000,1.39316,0.09696,59.83333
last_seen_memory,stale_memory_trap,5,6,0.00000,0.09890,0.15168,0.04407,0.43700,0.92393,0.00000,0.49259,0.15185,0.11667,0.00000,1.42009,0.07761,56.50000
last_seen_memory,stale_memory_trap,6,6,0.16667,0.16776,0.20115,0.14040,0.47369,0.98809,0.00000,0.57963,0.14444,30.05555,0.00000,1.44058,0.08824,61.66667
last_seen_memory,stale_memory_trap,7,6,0.33333,0.18283,0.19343,0.12176,0.46679,0.94048,0.00000,0.54074,0.10926,30.25000,0.00000,1.47255,0.07825,62.00000
learned_occlusion_regressor,camera_dropout_burst,0,6,0.50000,0.07669,0.07451,0.06852,0.19435,0.70643,0.00000,0.10741,0.64815,60.00000,0.00000,1.11238,0.07024,70.33333
learned_occlusion_regressor,camera_dropout_burst,1,6,1.00000,0.05663,0.06702,0.05663,0.23206,0.70340,0.00000,0.15000,0.77037,90.00000,0.00000,1.06933,0.07225,70.16667
learned_occlusion_regressor,camera_dropout_burst,2,6,0.66667,0.06405,0.08781,0.06267,0.18084,0.57107,0.00000,0.01667,0.56296,75.03333,0.00000,1.17616,0.07051,64.33333
learned_occlusion_regressor,camera_dropout_burst,3,6,0.83333,0.07065,0.06161,0.07745,0.21908,0.59002,0.00000,0.20555,0.75370,75.00000,0.00000,1.08395,0.07673,69.16667
learned_occlusion_regressor,camera_dropout_burst,4,6,0.50000,0.07776,0.08426,0.07776,0.21314,0.48457,0.00000,0.00000,0.60555,90.00000,0.00000,1.09642,0.05572,68.50000
learned_occlusion_regressor,camera_dropout_burst,5,6,0.50000,0.06401,0.07920,0.06401,0.23472,0.63227,0.00000,0.48704,0.46111,90.00000,0.00000,1.02752,0.07071,70.66667
learned_occlusion_regressor,camera_dropout_burst,6,6,0.66667,0.08587,0.07847,0.08352,0.15863,0.48890,0.00000,0.17593,0.70741,60.16667,0.00000,1.08330,0.06918,69.33333
learned_occlusion_regressor,camera_dropout_burst,7,6,0.83333,0.09128,0.07706,0.09128,0.20964,0.54498,0.00000,0.00000,0.68148,90.00000,0.00000,1.22741,0.06645,68.00000
learned_occlusion_regressor,combined_extreme_stress,0,6,0.50000,0.12292,0.09114,0.12292,0.25099,0.63239,0.00000,0.31852,0.49259,90.00000,0.00000,1.07421,0.06400,72.16667
learned_occlusion_regressor,combined_extreme_stress,1,6,1.00000,0.07424,0.06983,0.07424,0.25263,0.39501,0.00000,0.35926,0.74444,90.00000,0.00000,1.05227,0.07041,72.16667
learned_occlusion_regressor,combined_extreme_stress,2,6,0.83333,0.07838,0.09211,0.07838,0.24466,0.48064,0.00000,0.27408,0.55926,90.00000,0.00000,1.14774,0.06312,71.33333
learned_occlusion_regressor,combined_extreme_stress,3,6,1.00000,0.07580,0.07515,0.07580,0.22036,0.48656,0.00000,0.16852,0.68519,90.00000,0.00000,1.17583,0.06786,68.50000
learned_occlusion_regressor,combined_extreme_stress,4,6,0.50000,0.07084,0.09318,0.07084,0.21960,0.48218,0.00000,0.21481,0.47963,90.00000,0.00000,1.15383,0.06148,69.33333
learned_occlusion_regressor,combined_extreme_stress,5,6,0.83333,0.05430,0.07362,0.05430,0.21834,0.49883,0.00000,0.35185,0.63704,90.00000,0.00000,1.14770,0.06880,69.16667
learned_occlusion_regressor,combined_extreme_stress,6,6,0.33333,0.11157,0.09752,0.11157,0.22087,0.75935,0.00000,0.27407,0.34074,90.00000,0.00000,1.22174,0.06433,69.16667
learned_occlusion_regressor,combined_extreme_stress,7,6,0.66667,0.13427,0.09890,0.10115,0.18768,0.51181,0.00000,0.01852,0.43148,75.00000,0.00000,1.19817,0.06787,68.16667
learned_occlusion_regressor,combined_stress,0,6,0.83333,0.08742,0.08054,0.05969,0.19027,0.56746,0.00000,0.14630,0.56852,75.00000,0.00000,1.13687,0.06789,69.00000
learned_occlusion_regressor,combined_stress,1,6,0.66667,0.09224,0.09014,0.09507,0.14157,0.63350,0.00000,0.21111,0.46667,60.00000,0.00000,1.24859,0.06609,66.33333
learned_occlusion_regressor,combined_stress,2,6,0.50000,0.06529,0.09554,0.06108,0.16562,0.55046,0.00000,0.27408,0.46111,60.00000,0.00000,1.17231,0.06637,69.00000
learned_occlusion_regressor,combined_stress,3,6,1.00000,0.04104,0.06079,0.04104,0.20675,0.52927,0.00000,0.24444,0.73148,90.00000,0.00000,1.20644,0.06549,67.66667
learned_occlusion_regressor,combined_stress,4,6,0.50000,0.14024,0.09808,0.11814,0.18405,0.63011,0.00000,0.04445,0.46111,75.00000,0.00000,1.20197,0.07142,68.66667
learned_occlusion_regressor,combined_stress,5,6,0.50000,0.11145,0.07756,0.11145,0.23340,0.57926,0.00000,0.40185,0.47407,90.00000,0.00000,1.07251,0.06409,70.50000
learned_occlusion_regressor,combined_stress,6,6,0.83333,0.08368,0.06840,0.07454,0.19624,0.43016,0.00000,0.25000,0.60000,75.00000,0.00000,1.06093,0.06155,70.16667
learned_occlusion_regressor,combined_stress,7,6,1.00000,0.07029,0.05689,0.07029,0.24054,0.53646,0.00000,0.28519,0.71482,90.00000,0.00000,1.05119,0.07821,71.16667
learned_occlusion_regressor,distractor_swap,0,6,1.00000,0.04982,0.04829,0.04982,0.19911,0.55367,0.00000,0.20926,0.75000,90.00000,0.00000,1.10399,0.06676,67.50000
learned_occlusion_regressor,distractor_swap,1,6,1.00000,0.05896,0.05725,0.05896,0.23201,0.54103,0.00000,0.20185,0.67593,90.00000,0.00000,1.05296,0.06656,70.16667
learned_occlusion_regressor,distractor_swap,2,6,1.00000,0.06791,0.05165,0.06791,0.20944,0.57807,0.00000,0.45741,0.74630,90.00000,0.00000,1.08627,0.06636,68.33333
learned_occlusion_regressor,distractor_swap,3,6,1.00000,0.08299,0.04469,0.05177,0.18402,0.50595,0.00000,0.14630,0.75185,75.00000,0.00000,1.08261,0.07216,68.16667
learned_occlusion_regressor,distractor_swap,4,6,1.00000,0.06606,0.04896,0.06606,0.23498,0.48031,0.00000,0.28148,0.78333,90.00000,0.00000,0.98431,0.07113,70.66667
learned_occlusion_regressor,distractor_swap,5,6,1.00000,0.06307,0.05082,0.06307,0.22394,0.35234,0.00000,0.00000,0.77222,90.00000,0.00000,1.04497,0.06856,69.66667
learned_occlusion_regressor,distractor_swap,6,6,1.00000,0.03626,0.04590,0.03528,0.19486,0.48340,0.00000,0.40370,0.77592,75.00000,0.00000,0.98381,0.07204,70.33333
learned_occlusion_regressor,distractor_swap,7,6,1.00000,0.04826,0.05012,0.02964,0.17563,0.57974,0.00000,0.03519,0.70370,75.00000,0.00000,1.14022,0.06095,67.33333
learned_occlusion_regressor,embodiment_control_shift,0,6,1.00000,0.05136,0.07141,0.05136,0.20681,0.65227,0.00000,0.00000,0.56111,90.00000,0.00000,1.15566,0.06304,68.16667
learned_occlusion_regressor,embodiment_control_shift,1,6,1.00000,0.06451,0.05010,0.06451,0.20348,0.59879,0.00000,0.16111,0.74074,90.00000,0.00000,1.07537,0.06718,68.00000
learned_occlusion_regressor,embodiment_control_shift,2,6,1.00000,0.05593,0.05369,0.05593,0.22511,0.65522,0.00000,0.11296,0.73148,90.00000,0.00000,1.02805,0.06879,69.83333
learned_occlusion_regressor,embodiment_control_shift,3,6,0.83333,0.06670,0.05957,0.06595,0.21166,0.65571,0.00000,0.13518,0.63148,75.00000,0.00000,0.92022,0.06736,72.16667
learned_occlusion_regressor,embodiment_control_shift,4,6,0.66667,0.06331,0.06313,0.05853,0.19043,0.58358,0.00000,0.03519,0.68519,75.00000,0.00000,1.09534,0.06017,68.66667
learned_occlusion_regressor,embodiment_control_shift,5,6,1.00000,0.05462,0.04665,0.05462,0.21810,0.51226,0.00000,0.27778,0.75556,90.00000,0.00000,1.09293,0.07192,68.50000
learned_occlusion_regressor,embodiment_control_shift,6,6,1.00000,0.06355,0.05147,0.06355,0.22228,0.54516,0.00000,0.37593,0.73889,90.00000,0.00000,1.02899,0.07104,69.33333
learned_occlusion_regressor,embodiment_control_shift,7,6,0.66667,0.05891,0.06453,0.05718,0.14730,0.69489,0.00000,0.17037,0.66111,60.00000,0.00000,1.09146,0.05501,67.83333
learned_occlusion_regressor,end_effector_occlusion,0,6,1.00000,0.04569,0.04641,0.04569,0.22357,0.43855,0.00000,0.01296,0.74629,90.00000,0.00000,1.07429,0.07513,69.66667
learned_occlusion_regressor,end_effector_occlusion,1,6,1.00000,0.04396,0.04575,0.04396,0.22501,0.75231,0.00000,0.12037,0.76111,90.00000,0.00000,1.06315,0.07882,69.83333
learned_occlusion_regressor,end_effector_occlusion,2,6,0.83333,0.06773,0.04688,0.06773,0.23778,0.85860,0.00000,0.00926,0.73889,90.00000,0.00000,1.02236,0.07908,71.00000
learned_occlusion_regressor,end_effector_occlusion,3,6,1.00000,0.06897,0.05152,0.06897,0.21803,0.75337,0.00000,0.00926,0.75926,90.00000,0.00000,1.04759,0.06787,69.16667
learned_occlusion_regressor,end_effector_occlusion,4,6,1.00000,0.04553,0.04490,0.04553,0.24197,0.71166,0.00000,0.22037,0.78148,90.00000,0.00000,0.99464,0.07619,71.33333
learned_occlusion_regressor,end_effector_occlusion,5,6,1.00000,0.06220,0.03566,0.06220,0.25495,0.33750,0.00000,0.05556,0.79630,90.00000,0.00000,0.93038,0.08139,72.50000
learned_occlusion_regressor,end_effector_occlusion,6,6,1.00000,0.11910,0.05120,0.11910,0.21960,0.67282,0.00000,0.03148,0.76296,90.00000,0.00000,1.08868,0.07276,69.33333
learned_occlusion_regressor,end_effector_occlusion,7,6,1.00000,0.02060,0.03385,0.02060,0.19442,0.72020,0.00000,0.11667,0.73148,90.00000,0.00000,1.13990,0.07140,66.83333
learned_occlusion_regressor,false_reappearance,0,6,0.66667,0.07903,0.07623,0.07903,0.23199,0.60816,0.00000,0.05741,0.57222,90.00000,0.00000,1.13137,0.06707,70.33333
learned_occlusion_regressor,false_reappearance,1,6,0.66667,0.08173,0.07347,0.08173,0.21450,0.71283,0.00000,0.36852,0.53148,90.00000,0.00000,1.11907,0.06172,68.83333
learned_occlusion_regressor,false_reappearance,2,6,1.00000,0.05163,0.06162,0.05165,0.19193,0.51964,0.00000,0.17408,0.73333,75.00000,0.00000,1.10833,0.06476,69.50000
learned_occlusion_regressor,false_reappearance,3,6,1.00000,0.08876,0.05391,0.08876,0.21647,0.46135,0.00000,0.38704,0.75370,90.00000,0.00000,1.13504,0.06788,69.00000
learned_occlusion_regressor,false_reappearance,4,6,0.50000,0.06203,0.08317,0.06361,0.19471,0.59980,0.00000,0.16111,0.51852,75.00000,0.00000,1.13030,0.06237,69.66667
learned_occlusion_regressor,false_reappearance,5,6,0.83333,0.09916,0.07638,0.07699,0.20799,0.64582,0.00000,0.20370,0.68519,75.00000,0.00000,1.09388,0.06436,70.66667
learned_occlusion_regressor,false_reappearance,6,6,0.66667,0.07869,0.07453,0.07240,0.22474,0.69781,0.00000,0.27407,0.63148,75.00000,0.00000,1.06037,0.06959,70.66667
learned_occlusion_regressor,false_reappearance,7,6,0.83333,0.07176,0.05956,0.07176,0.23489,0.51242,0.00000,0.19445,0.69444,90.00000,0.00000,1.04708,0.07072,70.66667
learned_occlusion_regressor,hidden_contact_drift,0,6,1.00000,0.05106,0.05532,0.05106,0.21593,0.45683,0.00000,0.37407,0.70741,90.00000,0.00000,1.07961,0.06922,69.00000
learned_occlusion_regressor,hidden_contact_drift,1,6,0.83333,0.09608,0.06747,0.09863,0.16495,0.71491,0.00000,0.00926,0.67778,75.00000,0.00000,1.18614,0.06366,67.33333
learned_occlusion_regressor,hidden_contact_drift,2,6,1.00000,0.05645,0.05263,0.05645,0.23727,0.64841,0.00000,0.24259,0.77963,90.00000,0.00000,1.01000,0.07334,70.83333
learned_occlusion_regressor,hidden_contact_drift,3,6,0.83333,0.07368,0.07990,0.07929,0.14245,0.70379,0.00000,0.00000,0.69444,60.00000,0.00000,1.20004,0.06318,65.16667
learned_occlusion_regressor,hidden_contact_drift,4,6,1.00000,0.04650,0.06022,0.03776,0.15590,0.63220,0.00000,0.04445,0.66482,60.00000,0.00000,1.02007,0.06479,69.50000
learned_occlusion_regressor,hidden_contact_drift,5,6,1.00000,0.06914,0.06855,0.03397,0.17379,0.78697,0.00000,0.04444,0.70926,60.00000,0.00000,1.10461,0.06512,69.16667
learned_occlusion_regressor,hidden_contact_drift,6,6,1.00000,0.07901,0.05840,0.07973,0.20439,0.65813,0.00000,0.08889,0.74074,75.00000,0.00000,1.08515,0.06811,69.00000
learned_occlusion_regressor,hidden_contact_drift,7,6,1.00000,0.03564,0.04782,0.03962,0.17638,0.65897,0.00000,0.04630,0.74630,75.00000,0.00000,1.12010,0.06710,68.00000
learned_occlusion_regressor,high_symmetry_layout,0,6,1.00000,0.06641,0.06847,0.06641,0.19236,0.56671,0.00000,0.20185,0.72963,90.00000,0.00000,1.23051,0.05765,66.66667
learned_occlusion_regressor,high_symmetry_layout,1,6,1.00000,0.04932,0.06265,0.05272,0.19619,0.38152,0.00000,0.37963,0.75556,75.00000,0.00000,1.06006,0.06278,70.00000
learned_occlusion_regressor,high_symmetry_layout,2,6,1.00000,0.04610,0.05992,0.04610,0.23268,0.56278,0.00000,0.06111,0.77037,90.00000,0.00000,1.04903,0.06577,70.00000
learned_occlusion_regressor,high_symmetry_layout,3,6,1.00000,0.07204,0.06173,0.07204,0.20949,0.54819,0.00000,0.10370,0.72037,90.00000,0.00000,1.20901,0.06344,68.33333
learned_occlusion_regressor,high_symmetry_layout,4,6,1.00000,0.09612,0.06033,0.09612,0.22061,0.37115,0.00000,0.15185,0.72222,90.00000,0.00000,1.07303,0.06744,69.16667
learned_occlusion_regressor,high_symmetry_layout,5,6,0.83333,0.09659,0.07933,0.09568,0.19123,0.55632,0.00000,0.14444,0.59074,75.00000,0.00000,1.14305,0.05653,68.83333
learned_occlusion_regressor,high_symmetry_layout,6,6,1.00000,0.03122,0.04977,0.02811,0.18792,0.69368,0.00000,0.17407,0.74630,75.16667,0.00000,1.09424,0.07240,69.33333
learned_occlusion_regressor,high_symmetry_layout,7,6,0.83333,0.05323,0.06474,0.05323,0.20622,0.59788,0.00000,0.12408,0.61852,90.00000,0.00000,1.14697,0.06299,67.83333
learned_occlusion_regressor,long_self_occlusion,0,6,0.66667,0.07229,0.05704,0.07229,0.25021,0.71887,0.00000,0.00000,0.65926,90.00000,0.00000,0.99475,0.07495,71.83333
learned_occlusion_regressor,long_self_occlusion,1,6,1.00000,0.03970,0.04674,0.03970,0.25108,0.58657,0.00000,0.00741,0.78333,90.00000,0.00000,0.99601,0.07825,72.16667
learned_occlusion_regressor,long_self_occlusion,2,6,1.00000,0.04549,0.05388,0.04549,0.22960,0.76270,0.00000,0.11296,0.75370,90.00000,0.00000,1.11596,0.07625,70.16667
learned_occlusion_regressor,long_self_occlusion,3,6,1.00000,0.05888,0.04687,0.05888,0.24395,0.39711,0.00000,0.00000,0.77408,90.00000,0.00000,1.01706,0.07579,71.50000
learned_occlusion_regressor,long_self_occlusion,4,6,1.00000,0.04048,0.04310,0.04048,0.23080,0.29048,0.00000,0.00370,0.76667,90.00000,0.00000,1.01575,0.07255,70.33333
learned_occlusion_regressor,long_self_occlusion,5,6,1.00000,0.10596,0.04405,0.10596,0.23535,0.64524,0.00000,0.01111,0.76481,90.00000,0.00000,1.07048,0.07497,70.66667
learned_occlusion_regressor,long_self_occlusion,6,6,1.00000,0.04540,0.03934,0.04540,0.25849,0.51799,0.00000,0.14259,0.78889,90.00000,0.00000,0.96708,0.08718,72.66667
learned_occlusion_regressor,long_self_occlusion,7,6,0.83333,0.03978,0.04291,0.03978,0.23531,0.19815,0.00000,0.18148,0.66667,90.00000,0.00000,1.03847,0.07571,70.50000
learned_occlusion_regressor,near_identical_distractors,0,6,1.00000,0.02855,0.05370,0.02855,0.22767,0.39555,0.00000,0.15741,0.76852,90.00000,0.00000,1.07513,0.07102,69.83333
